reporting_year,reporting_entity,facility_name,row_type,state,grid_connected,grid,primary_fuel,electricity_production_gj,electricity_production_mwh,scope1_emissions_tco2e,scope2_emissions_tco2e,total_emissions_tco2e,emission_intensity_tco2e_per_mwh,jv_double_counted,important_notes
2023-24,ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,On,NEM,Diesel,4031.0,1120.0,733.0,383.0,1116,0.65,False,
2023-24,ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,F,QLD,On,NEM,Diesel,3286.0,913.0,643.0,0.0,643,0.7,False,
2023-24,ENERGY QUEENSLAND LIMITED,Grand Central Shopping Centre Solar Farm,F,QLD,Off,Off-grid,Solar,4484.0,1246.0,0.0,0.0,0,0.0,False,
2023-24,ENERGY QUEENSLAND LIMITED,Gununa Remote Generation,F,QLD,Off,Off-grid,Diesel,25209.0,7003.0,4886.0,0.0,4886,0.7,False,
2023-24,ENERGY QUEENSLAND LIMITED,Hammond Island,F,QLD,Off,Off-grid,Diesel,3455.0,960.0,714.0,0.0,714,0.74,False,
2023-24,ENERGY QUEENSLAND LIMITED,Jundah Remote Generation,F,QLD,Off,Off-grid,Diesel,4669.0,1297.0,860.0,0.0,860,0.66,False,
2023-24,ENERGY QUEENSLAND LIMITED,Kowanyama Remote Generation,F,QLD,Off,Off-grid,Diesel,19991.0,5553.0,3664.0,0.0,3664,0.66,False,
2023-24,ENERGY QUEENSLAND LIMITED,Kubin Island Remote Generation,F,QLD,Off,Off-grid,Diesel,9151.0,2542.0,1662.0,0.0,1662,0.65,False,
2023-24,ENERGY QUEENSLAND LIMITED,Lockhart River Remote Generation,F,QLD,Off,Off-grid,Diesel,11532.0,3203.0,2157.0,0.0,2157,0.67,False,
2023-24,ENERGY QUEENSLAND LIMITED,Logan Hyperdome Solar Farm,F,QLD,Off,Off-grid,Solar,21721.0,6034.0,0.0,0.0,0,0.0,False,
2023-24,ENERGY QUEENSLAND LIMITED,Mabuig Island Remote Generation,F,QLD,Off,Off-grid,Diesel,4228.0,1174.0,868.0,0.0,868,0.74,False,
2023-24,ENERGY QUEENSLAND LIMITED,Mapoon Remote Generation,F,QLD,Off,Off-grid,Diesel,7021.0,1950.0,1245.0,0.0,1245,0.64,False,
2023-24,ENERGY QUEENSLAND LIMITED,Murray Island Remote Generation,F,QLD,Off,Off-grid,Diesel,7407.0,2057.0,1438.0,0.0,1438,0.7,False,
2023-24,ENERGY QUEENSLAND LIMITED,Palm Island Remote Generation,F,QLD,Off,Off-grid,Diesel,32987.0,9163.0,6433.0,0.0,6433,0.7,False,
2023-24,ENERGY QUEENSLAND LIMITED,Pormpuraaw,F,QLD,Off,Off-grid,Diesel,12256.0,3405.0,2302.0,0.0,2302,0.68,False,
2023-24,ENERGY QUEENSLAND LIMITED,Robina Shopping Centre Solar Farm,F,QLD,Off,Off-grid,Solar,23465.0,6518.0,0.0,0.0,0,0.0,False,
2023-24,ENERGY QUEENSLAND LIMITED,Sabai Island Remote Generation,F,QLD,Off,Off-grid,Diesel,6650.0,1847.0,1292.0,0.0,1292,0.7,False,
2023-24,ENERGY QUEENSLAND LIMITED,Stephen Island Remote Generation,F,QLD,Off,Off-grid,Diesel,2076.0,576.0,416.0,0.0,416,0.72,False,
2023-24,ENERGY QUEENSLAND LIMITED,Thursday Island Remote Generation,F,QLD,Off,Off-grid,Diesel,102796.0,28554.0,19012.0,0.0,19012,0.67,False,
2023-24,ENERGY QUEENSLAND LIMITED,Warraber Island Remote Generation,F,QLD,Off,Off-grid,Diesel,4504.0,1251.0,974.0,0.0,974,0.78,False,
2023-24,ENERGY QUEENSLAND LIMITED,Wasaga Remote Generation,F,QLD,Off,Off-grid,Diesel,17638.0,4899.0,3343.0,0.0,3343,0.68,False,
2023-24,ENERGY QUEENSLAND LIMITED,Water Gardens Shopping Centre Solar Farm,F,VIC,Off,Off-grid,Solar,9361.0,2600.0,0.0,0.0,0,0.0,False,
2023-24,ENERGY QUEENSLAND LIMITED,Windorah Remote Generation,F,QLD,Off,Off-grid,Diesel,4599.0,1278.0,842.0,0.0,842,0.66,False,
2023-24,ENERGY QUEENSLAND LIMITED,Yam Island,F,QLD,Off,Off-grid,Diesel,6473.0,1798.0,1202.0,0.0,1202,0.67,False,
2023-24,ENERGY QUEENSLAND LIMITED,York Island,F,QLD,Off,Off-grid,Diesel,5857.0,1627.0,1148.0,0.0,1148,0.71,False,
2023-24,ENERGY QUEENSLAND LIMITED,Corporate Total,C,,,,,572829.0,159119.0,98301.0,753.0,99054,,False,
2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,EnergyAustralia Virtual Power Plant (EA VPP),F,VIC,On,NEM,Battery,0.0,0.0,0.0,0.0,0,0.0,False,
2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,F,SA,On,NEM,Gas,186870.0,51908.0,43999.0,719.0,44718,0.85,False,
2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Jeeralang Power Station,F,VIC,On,NEM,Gas,162478.0,45133.0,34838.0,4958.0,39796,0.77,False,
2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,F,NSW,On,NEM,Black Coal,23879946.0,6633318.0,5663394.0,8944.0,5672338,0.85,False,
2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Newport Power Station,F,VIC,On,NEM,Gas,910481.0,252911.0,136733.0,19168.0,155901,0.54,False,
2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,F,NSW,On,NEM,Gas,2182127.0,606146.0,249798.0,7213.0,257011,0.41,False,
2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Virtual Power Plant,F,VIC,Off,Off-grid,Solar,8820.0,2450.0,0.0,0.0,0,0.0,False,
2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,F,VIC,On,NEM,Brown Coal,28822338.0,8006205.0,10344727.0,157353.0,10502080,1.29,False,
2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Corporate Total,C,,,,,56153060.0,15598072.0,16473489.0,198355.0,16671844,,False,
2023-24,ESSENTIAL ENERGY,Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,On,NEM,Diesel,0.0,0.0,0.0,0.0,0,0.0,False,
2023-24,ESSENTIAL ENERGY,Corporate Total,C,,,,,0.0,0.0,0.0,0.0,0,,False,
2023-24,EWP AUSTRALIA PTY LTD,Columboola Solar Farm Hold Co Pty Ltd,F,QLD,On,NEM,Solar,1069886.0,297190.0,58.0,2676.0,2734,0.0,False,
2023-24,EWP AUSTRALIA PTY LTD,Corporate Total,C,,,,,1069886.0,297190.0,58.0,2676.0,2734,,False,
2023-24,FENGATE EXMOUTH ENERGY SPV PTY LTD,Exmouth Power Station Pty Ltd,F,WA,Off,Off-grid,Gas,99683.0,27690.0,19633.0,0.0,19633,0.71,False,
2023-24,FENGATE EXMOUTH ENERGY SPV PTY LTD,Corporate Total,C,,,,,99683.0,27690.0,19633.0,0.0,19633,,False,
2023-24,FINLEY SOLAR HOLDINGS PTY LTD,Finley Solar Farm,F,NSW,On,NEM,Solar,980919.0,272477.0,0.0,843.0,843,0.0,False,
2023-24,FINLEY SOLAR HOLDINGS PTY LTD,Corporate Total,C,,,,,980919.0,272477.0,0.0,843.0,843,,False,
2023-24,FORTESCUE LTD,Solomon Power Station,F,WA,Off,Off-grid,Gas,2270675.0,630743.0,316859.0,0.0,316859,0.5,False,
2023-24,FORTESCUE LTD,Corporate Total,C,,,,,2270675.0,630743.0,316859.0,0.0,316859,,False,
2023-24,FS OAKEY 2 PTY LTD,Oakey 2 Solar Farm,F,QLD,On,NEM,Solar,358328.0,99536.0,0.0,0.0,0,0.0,False,
2023-24,FS OAKEY 2 PTY LTD,Corporate Total,C,,,,,358328.0,99536.0,0.0,0.0,0,,False,
2023-24,GENEX POWER LIMITED,Jemalong PV Asset Pty Ltd as Trustee for the Jemalong PV Asset Trust,F,NSW,On,NEM,Solar,404145.0,112262.0,0.0,632.0,632,0.0,False,
2023-24,GENEX POWER LIMITED,Kidston Solar One - Solar – Qld,F,QLD,On,NEM,Solar,395600.0,109889.0,0.0,1110.0,1110,0.0,False,
2023-24,GENEX POWER LIMITED,Corporate Total,C,,,,,799745.0,222152.0,0.0,1742.0,1742,,False,
2023-24,GENTARI RENEWABLES AUSTRALIA PTY LTD,Clermont Solar Farm,F,QLD,On,NEM,Solar,579402.0,160945.0,58.0,3434.0,3492,0.0,False,
2023-24,GENTARI RENEWABLES AUSTRALIA PTY LTD,Wemen Solar Farm,F,VIC,On,NEM,Solar,438948.0,121930.0,169.0,1267.0,1436,0.0,False,
2023-24,GENTARI RENEWABLES AUSTRALIA PTY LTD,Corporate Total,C,,,,,1018350.0,282875.0,227.0,4701.0,4928,,False,
2023-24,GENUITY PTY LTD,Callide C Power Station (facility),F,QLD,On,NEM,Black Coal,2817641.0,782678.0,675798.0,12240.0,688038,0.86,True,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. C S ENERGY LIMITED and GENUITY PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports."
2023-24,GENUITY PTY LTD,Millmerran Power Station (facility),F,QLD,On,NEM,Black Coal,21140477.0,5872355.0,4890774.0,3209.0,4893983,0.83,False,
2023-24,GENUITY PTY LTD,Corporate Total,C,,,,,23958118.0,6655033.0,5566572.0,15449.0,5582021,,False,
2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank 2 Wind farm,F,VIC,On,NEM,Wind,830378.0,230661.0,79.0,932.0,1011,0.0,False,
2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank Wind farm,F,VIC,On,NEM,Wind,1785124.0,495868.0,124.0,1064.0,1188,0.0,False,
2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,F,NSW,On,NEM,Wind,646669.0,179630.0,67.0,181.0,248,0.0,False,
2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 3 Windfarm,F,NSW,On,NEM,Wind,0.0,0.0,867.0,0.0,867,0.0,False,
2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Cunderdin Solar/BESS,F,WA,On,SWIS,Solar,0.0,0.0,831.0,0.0,831,0.0,False,
2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Hawkesdale Windfarm,F,VIC,On,NEM,Wind,1336.0,371.0,429.0,67.0,496,1.16,False,
2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Queanbeyan Battery Energy Storage System,F,ACT,On,NEM,Battery,0.0,0.0,1.0,964.0,965,0.0,False,
2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Ryans Corner Windfarm,F,VIC,On,NEM,Wind,0.0,0.0,657.0,582.0,1239,0.0,False,
2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Corporate Total,C,,,,,3263507.0,906530.0,3055.0,3790.0,6845,,False,
2023-24,GOLDFIELDS POWER PTY LTD,Parkeston Power Station,F,WA,On,SWIS,Gas,103595.0,28776.0,19164.0,0.0,19164,0.67,False,
2023-24,GOLDFIELDS POWER PTY LTD,Corporate Total,C,,,,,103595.0,28776.0,19164.0,0.0,19164,,False,
2023-24,GOONUMBLA HOLDINGS CO PTY. LTD.,Goonumbla Solar Farm,F,NSW,On,NEM,Solar,524245.0,145624.0,17.0,390.0,407,0.0,False,
2023-24,GOONUMBLA HOLDINGS CO PTY. LTD.,Corporate Total,C,,,,,524245.0,145624.0,17.0,390.0,407,,False,
2023-24,HUGHENDEN SOLAR FARM HOLDCO PTY LTD,HUGHENDEN SOLAR FARM,F,QLD,On,NEM,Solar,98614.0,27393.0,0.0,376.0,376,0.0,False,
2023-24,HUGHENDEN SOLAR FARM HOLDCO PTY LTD,Corporate Total,C,,,,,98614.0,27393.0,0.0,376.0,376,,False,
2023-24,HYDRO POWER PTY. LIMITED,Wyangala A,F,NSW,On,NEM,Hydro,222399.0,61778.0,0.0,0.0,0,0.0,False,
2023-24,HYDRO POWER PTY. LIMITED,Wyangala B,F,NSW,On,NEM,Hydro,34810.0,9669.0,0.0,0.0,0,0.0,False,
2023-24,HYDRO POWER PTY. LIMITED,Corporate Total,C,,,,,257209.0,71447.0,0.0,0.0,0,,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Bastyan,F,TAS,On,NEM,Hydro,965799.0,268278.0,7.0,32.0,39,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Butlers Gorge inc Nieterana,F,TAS,On,NEM,Hydro,248640.0,69067.0,6.0,104.0,110,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Catagunya,F,TAS,On,NEM,Hydro,677444.0,188179.0,14.0,31.0,45,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Cethana,F,TAS,On,NEM,Hydro,921052.0,255848.0,134.0,586.0,720,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Cluny,F,TAS,On,NEM,Hydro,250177.0,69494.0,2.0,11.0,13,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Devils Gate,F,TAS,On,NEM,Hydro,651306.0,180918.0,6.0,61.0,67,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Fisher & Rowallan,F,TAS,On,NEM,Hydro,325443.0,90401.0,11.0,151.0,162,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Gordon,F,TAS,On,NEM,Hydro,2810854.0,780793.0,23.0,77.0,100,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - John Butters,F,TAS,On,NEM,Hydro,2042166.0,567268.0,28.0,283.0,311,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Echo,F,TAS,On,NEM,Hydro,273908.0,76086.0,9.0,19.0,28,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Margaret Lower,F,TAS,On,NEM,Hydro,22245.0,6179.0,0.0,3.0,3,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Margaret Upper,F,TAS,On,NEM,Hydro,119869.0,33297.0,1.0,10.0,11,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lemonthyme,F,TAS,On,NEM,Hydro,578016.0,160560.0,14.0,36.0,50,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Liapootah,F,TAS,On,NEM,Hydro,1335809.0,371058.0,17.0,40.0,57,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Mackintosh,F,TAS,On,NEM,Hydro,1052129.0,292258.0,121.0,379.0,500,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Meadowbank,F,TAS,On,NEM,Hydro,431584.0,119884.0,6.0,19.0,25,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Paloona,F,TAS,On,NEM,Hydro,305553.0,84876.0,8.0,10.0,18,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Parangana,F,TAS,On,NEM,Hydro,18770.0,5214.0,0.0,0.0,0,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Poatina,F,TAS,On,NEM,Hydro,4723265.0,1312018.0,8.0,922.0,930,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Reece,F,TAS,On,NEM,Hydro,2733651.0,759347.0,74.0,2262.0,2336,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Repulse,F,TAS,On,NEM,Hydro,414536.0,115149.0,7.0,10.0,17,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tarraleah,F,TAS,On,NEM,Hydro,1991480.0,553189.0,944.0,73.0,1017,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tods Corner,F,TAS,On,NEM,Hydro,0.0,0.0,0.0,4.0,4,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Trevallyn,F,TAS,On,NEM,Hydro,1239735.0,344371.0,0.0,54.0,54,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tribute,F,TAS,On,NEM,Hydro,762467.0,211796.0,24.0,39.0,63,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tungatinah,F,TAS,On,NEM,Hydro,1354955.0,376377.0,31.0,88.0,119,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Wayatinah,F,TAS,On,NEM,Hydro,779458.0,216516.0,0.0,37.0,37,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Wilmot,F,TAS,On,NEM,Hydro,294939.0,81928.0,6.0,25.0,31,0.0,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Power Station - Flinders Island,F,TAS,Off,Off-grid,Wind,18690.0,5192.0,1769.0,0.0,1769,0.34,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Power Station - King Island,F,TAS,Off,Off-grid,Diesel,52607.0,14613.0,6924.0,0.0,6924,0.47,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Power Station - Tamar Valley,F,TAS,On,NEM,Gas,839303.0,233140.0,112140.0,1100.0,113240,0.48,False,
2023-24,HYDRO-ELECTRIC CORPORATION,Corporate Total,C,,,,,28235850.0,7843292.0,122334.0,6466.0,128800,,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,Alinta Wind Farm,F,WA,On,SWIS,Wind,938742.0,260762.0,81.0,940.0,1021,0.0,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,Avonlie Solar Farm,F,NSW,On,NEM,Solar,1512221.0,420062.0,89.0,2342.0,2431,0.0,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,Bodangora Wind Farm,F,NSW,On,NEM,Wind,1012211.0,281170.0,92.0,605.0,697,0.0,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,Bolivar Power Station,F,SA,On,NEM,Gas,155868.0,43297.0,23494.0,209.0,23703,0.54,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,Capital Wind Farm,F,NSW,On,NEM,Wind,1084887.0,301358.0,194.0,817.0,1011,0.0,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,Lake Bonney BESS Pty Ltd,F,SA,On,NEM,Battery,0.0,0.0,5.0,605.0,610,0.0,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,On,NEM,Wind,1766676.0,490743.0,133.0,573.0,706,0.0,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,PAREP Wind,F,SA,On,NEM,Wind,2729166.0,758102.0,228.0,150.0,378,0.0,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,Smithfield Gas Turbine,F,NSW,On,NEM,Gas,174024.0,48340.0,34995.0,1088.0,36083,0.72,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,Woodlawn Wind Farm,F,NSW,On,NEM,Wind,410598.0,114055.0,58.0,311.0,369,0.0,False,
2023-24,IBERDROLA AUSTRALIA LIMITED,Corporate Total,C,,,,,9784393.0,2717888.0,59369.0,7640.0,67009,,False,
2023-24,INTERA HOLD (T) PTY LTD,Ross River Solar Farm,F,QLD,On,NEM,Solar,902389.0,250664.0,45.0,677.0,722,0.0,False,
2023-24,INTERA HOLD (T) PTY LTD,Corporate Total,C,,,,,902389.0,250664.0,45.0,677.0,722,,False,
2023-24,KENNEDY ENERGY PARK HOLDINGS PTY LTD,Kennedy Energy Park Pty Ltd,F,QLD,On,NEM,Wind,637017.0,176949.0,54.0,110.0,164,0.0,False,
2023-24,KENNEDY ENERGY PARK HOLDINGS PTY LTD,Corporate Total,C,,,,,637017.0,176949.0,54.0,110.0,164,,False,
2023-24,KIAMCO HANWHA FORESIGHT BANNERTON PTY LTD,Bannerton Solar Farm,F,VIC,On,NEM,Solar,451831.0,125509.0,0.0,0.0,0,0.0,False,
2023-24,KIAMCO HANWHA FORESIGHT BANNERTON PTY LTD,Corporate Total,C,,,,,451831.0,125509.0,0.0,0.0,0,,False,
2023-24,LAL LAL WIND FARMS NOM CO PTY LIMITED,Lal Lal Wind Farm,F,VIC,On,NEM,Wind,1692969.0,470269.0,130.0,2275.0,2405,0.0,False,
2023-24,LAL LAL WIND FARMS NOM CO PTY LIMITED,Corporate Total,C,,,,,1692969.0,470269.0,130.0,2275.0,2405,,False,
2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Kalamunda Power Station,F,WA,On,SWIS,Diesel,0.0,0.0,0.0,0.0,0,0.0,False,
2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Red Hill LFG Power Station,F,WA,On,SWIS,Landfill Gas,85975.0,23882.0,1840.0,2.0,1842,0.08,False,
2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tamala Park LFG Power Station,F,WA,On,SWIS,Landfill Gas,101157.0,28099.0,2162.0,2.0,2164,0.08,False,
2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,,,,,187132.0,51981.0,4002.0,4.0,4006,,False,
2023-24,LGI LIMITED,Benaraby LFGE Station,F,QLD,On,NEM,Landfill Gas,28821.0,8006.0,715.0,3.0,718,0.09,False,
2023-24,LGI LIMITED,Bunya LFGE Station,F,QLD,On,NEM,Landfill Gas,19164.0,5323.0,626.0,0.0,626,0.12,False,
2023-24,LGI LIMITED,Caboolture LFGE Station,F,QLD,On,NEM,Landfill Gas,52199.0,14500.0,1333.0,2.0,1335,0.09,False,
2023-24,LGI LIMITED,Dakabin LFGE Station,F,QLD,On,NEM,Landfill Gas,47368.0,13158.0,991.0,4.0,995,0.08,False,
2023-24,LGI LIMITED,Maryborough LFGE Station,F,QLD,On,NEM,Landfill Gas,41456.0,11515.0,1296.0,2.0,1298,0.11,False,
2023-24,LGI LIMITED,Mugga Lane LFGE Station,F,ACT,On,NEM,Landfill Gas,128346.0,35652.0,4349.0,1.0,4350,0.12,False,
2023-24,LGI LIMITED,Willawong LFGE Station,F,QLD,On,NEM,Landfill Gas,16650.0,4625.0,451.0,3.0,454,0.1,False,
2023-24,LGI LIMITED,Corporate Total,C,,,,,334004.0,92779.0,9761.0,15.0,9776,,False,
2023-24,LIGHTHOUSE INFRASTRUCTURE MANAGEMENT LIMITED,Emerald Solar Park,F,QLD,On,NEM,Solar,369239.0,102566.0,36.0,1150.0,1186,0.0,False,
2023-24,LIGHTHOUSE INFRASTRUCTURE MANAGEMENT LIMITED,Corporate Total,C,,,,,369239.0,102566.0,36.0,1150.0,1186,,False,
2023-24,LILYVALE HOLDINGS CO PTY. LTD.,Lilyvale Solar Farm,F,QLD,On,NEM,Solar,606944.0,168595.0,57.0,573.0,630,0.0,False,
2023-24,LILYVALE HOLDINGS CO PTY. LTD.,Corporate Total,C,,,,,606944.0,168595.0,57.0,573.0,630,,False,
2023-24,LINCOLN GAP OPERATIONS PTY LTD,Lincoln Gap Wind Farm Operations Pty Ltd,F,SA,On,NEM,Wind,2197170.0,610325.0,39.0,4312.0,4351,0.0,False,
2023-24,LINCOLN GAP OPERATIONS PTY LTD,Corporate Total,C,,,,,2197170.0,610325.0,39.0,4312.0,4351,,False,
2023-24,LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,24350.0,6764.0,519.0,1.0,520,0.08,False,
2023-24,LMS ENERGY PTY LTD,Albury Solar Facility,F,NSW,Off,Off-grid,Solar,3538.0,983.0,0.0,0.0,0,0.0,False,
2023-24,LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,12615.0,3504.0,265.0,5.0,270,0.08,False,
2023-24,LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,40871.0,11353.0,872.0,0.0,872,0.08,False,
2023-24,LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,15236.0,4232.0,303.0,0.0,303,0.07,False,
2023-24,LMS ENERGY PTY LTD,Caloundra Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,24518.0,6811.0,487.0,2.0,489,0.07,False,
2023-24,LMS ENERGY PTY LTD,Copping Renewable Energy Facility,F,TAS,On,NEM,Landfill Gas,55417.0,15393.0,1090.0,0.0,1090,0.07,False,
2023-24,LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,On,DKIS,Landfill Gas,33039.0,9178.0,645.0,3.0,648,0.07,False,
2023-24,LMS ENERGY PTY LTD,Drysdale Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,32773.0,9103.0,637.0,1.0,638,0.07,False,
2023-24,LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,125649.0,34902.0,2527.0,1.0,2528,0.07,False,
2023-24,LMS ENERGY PTY LTD,Glenorchy Renewable Energy Facility,F,TAS,On,NEM,Gas,27191.0,7553.0,535.0,0.0,535,0.07,False,
2023-24,LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,254201.0,70612.0,5115.0,3.0,5118,0.07,False,
2023-24,LMS ENERGY PTY LTD,Henderson Renewable Energy Facility,F,WA,On,SWIS,Landfill Gas,55914.0,15532.0,1048.0,13.0,1061,0.07,False,
2023-24,LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,10027.0,2785.0,211.0,2.0,213,0.08,False,
2023-24,LMS ENERGY PTY LTD,Mc Robies Gully Renewable Energy Facility,F,TAS,On,NEM,Landfill Gas,16865.0,4685.0,344.0,0.0,344,0.07,False,
2023-24,LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,14481.0,4022.0,308.0,2.0,310,0.08,False,
2023-24,LMS ENERGY PTY LTD,NAWMA Renewable Energy Facility,F,SA,On,NEM,Landfill Gas,29095.0,8082.0,582.0,1.0,583,0.07,False,
2023-24,LMS ENERGY PTY LTD,NAWMA Solar Facility,F,SA,On,NEM,Solar,4244.0,1179.0,0.0,0.0,0,0.0,False,
2023-24,LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,89070.0,24742.0,1872.0,0.0,1872,0.08,False,
2023-24,LMS ENERGY PTY LTD,Raymond Terrace Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,30869.0,8575.0,643.0,2.0,645,0.07,False,
2023-24,LMS ENERGY PTY LTD,Reedy Creek Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,23807.0,6613.0,475.0,9.0,484,0.07,False,
2023-24,LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,On,NEM,Landfill Gas,33094.0,9193.0,659.0,0.0,659,0.07,False,
2023-24,LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,226633.0,62954.0,4977.0,4.0,4981,0.08,False,
2023-24,LMS ENERGY PTY LTD,Rockingham Renewable Energy Facility,F,WA,On,SWIS,Landfill Gas,28753.0,7987.0,646.0,15.0,661,0.08,False,
